Label,Id,omics_type,taxonomy
ASV_00024,200,ASV,ASV_00024: Alphaproteobacteria; Rhodobacteraceae
ASV_00039,201,ASV,ASV_00039: Alphaproteobacteria; Rhodobacteraceae
ASV_00050,202,ASV,ASV_00050: Alphaproteobacteria; Rhodobacteraceae
ASV_00114,203,ASV,ASV_00114: Alphaproteobacteria; Rhodobacteraceae
ASV_00200,204,ASV,ASV_00200: Alphaproteobacteria; Rhodobacteraceae
ASV_00221,205,ASV,ASV_00221: Alphaproteobacteria; Rhodobacteraceae
ASV_00357,206,ASV,ASV_00357: Alphaproteobacteria; Rhodobacteraceae
ASV_00554,207,ASV,ASV_00554: Alphaproteobacteria; Rhodobacteraceae
ASV_00571,208,ASV,ASV_00571: Alphaproteobacteria; Rhodobacteraceae
ASV_00777,209,ASV,ASV_00777: Alphaproteobacteria; Rhodobacteraceae
ASV_00017,210,ASV,ASV_00017: Alphaproteobacteria; AEGEAN-169 marine group
ASV_00026,211,ASV,ASV_00026: Alphaproteobacteria; AEGEAN-169 marine group
ASV_00113,212,ASV,ASV_00113: Alphaproteobacteria; AEGEAN-169 marine group
ASV_00239,213,ASV,ASV_00239: Alphaproteobacteria; AEGEAN-169 marine group
ASV_00304,214,ASV,ASV_00304: Alphaproteobacteria; AEGEAN-169 marine group
ASV_00678,215,ASV,ASV_00678: Alphaproteobacteria; Candidatus Megaira
ASV_01681,216,ASV,ASV_01681: Alphaproteobacteria; Rickettsiaceae
ASV_00161,217,ASV,ASV_00161: Alphaproteobacteria; S25-593
ASV_02436,218,ASV,ASV_02436: Alphaproteobacteria; Rickettsiales
ASV_00002,219,ASV,ASV_00002: Alphaproteobacteria; SAR11 Clade Ia
ASV_00005,220,ASV,ASV_00005: Alphaproteobacteria; SAR11 Clade Ia
ASV_00010,221,ASV,ASV_00010: Alphaproteobacteria; SAR11 Clade Ia
ASV_00067,222,ASV,ASV_00067: Alphaproteobacteria; SAR11 Clade Ia
ASV_00068,223,ASV,ASV_00068: Alphaproteobacteria; SAR11 Clade Ia
ASV_00102,224,ASV,ASV_00102: Alphaproteobacteria; SAR11 Clade Ia
ASV_00278,225,ASV,ASV_00278: Alphaproteobacteria; SAR11 Clade Ia
ASV_00023,226,ASV,ASV_00023: Alphaproteobacteria; SAR11 Clade Ib
ASV_00035,227,ASV,ASV_00035: Alphaproteobacteria; SAR11 Clade Ib
ASV_00083,228,ASV,ASV_00083: Alphaproteobacteria; SAR11 Clade Ib
ASV_00085,229,ASV,ASV_00085: Alphaproteobacteria; SAR11 Clade Ib
ASV_00012,230,ASV,ASV_00012: Alphaproteobacteria; SAR11 Clade II
ASV_00037,231,ASV,ASV_00037: Alphaproteobacteria; SAR11 Clade II
ASV_00110,232,ASV,ASV_00110: Alphaproteobacteria; SAR11 Clade II
ASV_00163,233,ASV,ASV_00163: Alphaproteobacteria; SAR11 Clade II
ASV_00356,234,ASV,ASV_00356: Alphaproteobacteria; SAR11 Clade III
ASV_00072,235,ASV,ASV_00072: Alphaproteobacteria; SAR11 Clade IV
ASV_00264,236,ASV,ASV_00264: Alphaproteobacteria; Erythrobacter
ASV_00851,237,ASV,ASV_00851: Alphaproteobacteria; Sphingomonadaceae
ASV_00191,238,ASV,ASV_00191: Proteobacteria; Alphaproteobacteria
ASV_00501,239,ASV,ASV_00501: Proteobacteria; Alphaproteobacteria
ASV_00560,240,ASV,ASV_00560: Proteobacteria; Alphaproteobacteria
ASV_00256,241,ASV,ASV_00256: Gammaproteobacteria; Aquabacterium
ASV_00231,242,ASV,ASV_00231: Gammaproteobacteria; Delftia
ASV_00470,243,ASV,ASV_00470: Gammaproteobacteria; Coxiella
ASV_00735,244,ASV,ASV_00735: Gammaproteobacteria; Coxiella
ASV_01031,245,ASV,ASV_01031: Gammaproteobacteria; Coxiella
ASV_01321,246,ASV,ASV_01321: Gammaproteobacteria; Coxiella
ASV_00129,247,ASV,ASV_00129: Gammaproteobacteria; Ectothiorhodospiraceae
ASV_00339,248,ASV,ASV_00339: Gammaproteobacteria; Aestuariibacter
ASV_01256,249,ASV,ASV_01256: Gammaproteobacteria; Aliiglaciecola
ASV_00054,250,ASV,ASV_00054: Gammaproteobacteria; Alteromonas
ASV_00251,251,ASV,ASV_00251: Gammaproteobacteria; Alteromonadaceae
ASV_00177,252,ASV,ASV_00177: Gammaproteobacteria; Pseudoalteromonas
ASV_00227,253,ASV,ASV_00227: Gammaproteobacteria; Photobacterium
ASV_00283,254,ASV,ASV_00283: Gammaproteobacteria; Photobacterium
ASV_00147,255,ASV,ASV_00147: Gammaproteobacteria; Vibrio
ASV_00322,256,ASV,ASV_00322: Gammaproteobacteria; Vibrio
ASV_00355,257,ASV,ASV_00355: Gammaproteobacteria; Vibrionaceae
ASV_01387,258,ASV,ASV_01387: Gammaproteobacteria; Francisella
ASV_00712,259,ASV,ASV_00712: Gammaproteobacteria; Unknown Family
ASV_00626,260,ASV,ASV_00626: Gammaproteobacteria; Methylophaga
ASV_00859,261,ASV,ASV_00859: Gammaproteobacteria; Eionea
ASV_00634,262,ASV,ASV_00634: Gammaproteobacteria; Cellvibrionaceae
ASV_00884,263,ASV,ASV_00884: Gammaproteobacteria; Endozoicomonas
ASV_00955,264,ASV,ASV_00955: Gammaproteobacteria; Kistimonas
ASV_00271,265,ASV,ASV_00271: Gammaproteobacteria; Luminiphilus
ASV_00041,266,ASV,ASV_00041: Gammaproteobacteria; OM60(NOR5) clade
ASV_00044,267,ASV,ASV_00044: Gammaproteobacteria; OM60(NOR5) clade
ASV_00308,268,ASV,ASV_00308: Gammaproteobacteria; OM60(NOR5) clade
ASV_00517,269,ASV,ASV_00517: Gammaproteobacteria; Pseudohaliea
ASV_00882,270,ASV,ASV_00882: Gammaproteobacteria; Halieaceae
ASV_00096,271,ASV,ASV_00096: Gammaproteobacteria; KI89A clade
ASV_01017,272,ASV,ASV_01017: Gammaproteobacteria; Litoricola
ASV_00105,273,ASV,ASV_00105: Gammaproteobacteria; Marinobacterium
ASV_00119,274,ASV,ASV_00119: Gammaproteobacteria; SAR92 clade
ASV_00226,275,ASV,ASV_00226: Gammaproteobacteria; SAR92 clade
ASV_00153,276,ASV,ASV_00153: Gammaproteobacteria; Pseudohongiella
ASV_00051,277,ASV,ASV_00051: Gammaproteobacteria; Pseudomonas
ASV_00061,278,ASV,ASV_00061: Gammaproteobacteria; Pseudomonas
ASV_00108,279,ASV,ASV_00108: Gammaproteobacteria; Pseudomonas
ASV_00248,280,ASV,ASV_00248: Gammaproteobacteria; Pseudomonas
ASV_00373,281,ASV,ASV_00373: Gammaproteobacteria; Pseudomonas
ASV_00008,282,ASV,ASV_00008: Gammaproteobacteria; SAR86 clade
ASV_00011,283,ASV,ASV_00011: Gammaproteobacteria; SAR86 clade
ASV_00020,284,ASV,ASV_00020: Gammaproteobacteria; SAR86 clade
ASV_00046,285,ASV,ASV_00046: Gammaproteobacteria; SAR86 clade
ASV_00049,286,ASV,ASV_00049: Gammaproteobacteria; SAR86 clade
ASV_00055,287,ASV,ASV_00055: Gammaproteobacteria; SAR86 clade
ASV_00063,288,ASV,ASV_00063: Gammaproteobacteria; SAR86 clade
ASV_00159,289,ASV,ASV_00159: Gammaproteobacteria; SAR86 clade
ASV_00178,290,ASV,ASV_00178: Gammaproteobacteria; SAR86 clade
ASV_00216,291,ASV,ASV_00216: Gammaproteobacteria; SAR86 clade
ASV_00235,292,ASV,ASV_00235: Gammaproteobacteria; SAR86 clade
ASV_00353,293,ASV,ASV_00353: Gammaproteobacteria; SAR86 clade
ASV_00111,294,ASV,ASV_00111: Gammaproteobacteria; Pseudomonadales
ASV_00274,295,ASV,ASV_00274: Gammaproteobacteria; Pseudomonadales
ASV_01891,296,ASV,ASV_01891: Gammaproteobacteria; Pseudomonadales
ASV_00400,297,ASV,ASV_00400: Gammaproteobacteria; Thiomicrorhabdus
ASV_00444,298,ASV,ASV_00444: Gammaproteobacteria; Thiomicrorhabdus
ASV_00236,299,ASV,ASV_00236: Gammaproteobacteria; Thiotrichaceae
ASV_02764,300,ASV,ASV_02764: Gammaproteobacteria; Thiotrichaceae
ASV_00028,301,ASV,ASV_00028: Gammaproteobacteria; Stenotrophomonas
ASV_00361,302,ASV,ASV_00361: Proteobacteria; Gammaproteobacteria
ASV_00591,303,ASV,ASV_00591: Proteobacteria; Gammaproteobacteria
ASV_00641,304,ASV,ASV_00641: Proteobacteria; Gammaproteobacteria
ASV_00713,305,ASV,ASV_00713: Proteobacteria; Gammaproteobacteria
ASV_00759,306,ASV,ASV_00759: Proteobacteria; Gammaproteobacteria
ASV_01593,307,ASV,ASV_01593: Proteobacteria; Gammaproteobacteria
ASV_00550,308,ASV,ASV_00550: Bacteria; Proteobacteria
ASV_00155,309,ASV,ASV_00155: Bacteria; SAR324 clade(Marine group B)
ASV_02052,310,ASV,ASV_02052: Kiritimatiellae; WCHB1-41
ASV_01298,311,ASV,ASV_01298: Lentisphaeria; Lentisphaera
ASV_02145,312,ASV,ASV_02145: Verrucomicrobiota; Lentisphaeria
ASV_02289,313,ASV,ASV_02289: Verrucomicrobiae; Chthoniobacteraceae
ASV_02893,314,ASV,ASV_02893: Verrucomicrobiae; Methylacidiphilaceae
ASV_00018,315,ASV,ASV_00018: Verrucomicrobiae; Coraliomargarita
ASV_00150,316,ASV,ASV_00150: Verrucomicrobiae; MB11C04 marine group
ASV_00185,317,ASV,ASV_00185: Verrucomicrobiae; MB11C04 marine group
ASV_00338,318,ASV,ASV_00338: Verrucomicrobiae; MB11C04 marine group
ASV_01767,319,ASV,ASV_01767: Verrucomicrobiae; Verruc-01
ASV_00317,320,ASV,ASV_00317: Verrucomicrobiae; DEV007
ASV_00484,321,ASV,ASV_00484: Verrucomicrobiae; Rubritalea
ASV_01056,322,ASV,ASV_01056: Verrucomicrobiae; Rubritalea
ASV_01822,323,ASV,ASV_01822: Bacteria; WPS-2
ASV_01225,324,ASV,ASV_01225: Bacteria
valine,325,metabolite,valine
spermidine 3,326,metabolite,spermidine 3
DHPS,327,metabolite,DHPS
arginine,328,metabolite,arginine
ciliatine,329,metabolite,ciliatine
cysteate,330,metabolite,cysteate
glycine,331,metabolite,glycine
taurine,332,metabolite,taurine
pantothenic acid,333,metabolite,pantothenic acid
kynurenine,334,metabolite,kynurenine
phenylalanine,335,metabolite,phenylalanine
asparagine,336,metabolite,asparagine
citrulline,337,metabolite,citrulline
GABA,338,metabolite,GABA
lysine 2,339,metabolite,lysine 2
isethionate,340,metabolite,isethionate
guanosine,341,metabolite,guanosine
uridine,342,metabolite,uridine
putrescine 2,343,metabolite,putrescine 2
tryptophan,344,metabolite,tryptophan
homoserine betaine,345,metabolite,homoserine betaine
5'UMP,346,metabolite,5'UMP
cysteine 2,347,metabolite,cysteine 2
glutamine,348,metabolite,glutamine
malic acid,349,metabolite,malic acid
aspartate,350,metabolite,aspartate
tryptamine,351,metabolite,tryptamine
sn-glycerol 3-phosphate,352,metabolite,sn-glycerol 3-phosphate
leucine,353,metabolite,leucine
ornithine 2,354,metabolite,ornithine 2
serine,355,metabolite,serine
threonine,356,metabolite,threonine
histidine,357,metabolite,histidine
sarcosine,358,metabolite,sarcosine
glutathione 2,359,metabolite,glutathione 2
5'AMP,360,metabolite,5'AMP
3'AMP,361,metabolite,3'AMP
glutamic acid,362,metabolite,glutamic acid
alanine,363,metabolite,alanine
methionine,364,metabolite,methionine
isoleucine,365,metabolite,isoleucine
proline,366,metabolite,proline
