Label	Id	direction	num_obs	omics_type
Gammaproteobacteria; Ectothiorhodospiraceae	54	down	1	microbe
Gammaproteobacteria; Endozoicomonas	55	down	1	microbe
Gammaproteobacteria; Litoricola	56	down	1	microbe
Gammaproteobacteria; Marinomonas	57	down	1	microbe
Gammaproteobacteria; OM60(NOR5) clade	58	down	1	microbe
Gammaproteobacteria; OM60(NOR5) clade	59	up	1	microbe
Gammaproteobacteria; OM60(NOR5) clade	60	up	2	microbe
Gammaproteobacteria; Pseudoalteromonas	61	up	1	microbe
Gammaproteobacteria; Pseudomonas	62	up	2	microbe
Gammaproteobacteria; Pseudomonas	63	up	1	microbe
Gammaproteobacteria; Pseudomonas	64	up	3	microbe
Gammaproteobacteria; SAR86 clade	65	down	4	microbe
Gammaproteobacteria; SAR86 clade	66	up	1	microbe
Gammaproteobacteria; Stenotrophomonas	67	up	1	microbe
Gammaproteobacteria; Thaumasiovibrio	68	down	1	microbe
Gammaproteobacteria; Vibrio	69	down	1	microbe
Gammaproteobacteria; Vibrionaceae	70	down	1	microbe
Gammaproteobacteria; Vibrionaceae	71	up	1	microbe
Nanoarchaeia; Woesearchaeales	72	up	1	microbe
Nitrososphaeria; Candidatus Nitrosopumilus	73	down	1	microbe
Oligoflexia; Oligoflexaceae	74	up	1	microbe
Phycisphaerae; CL500-3	75	up	1	microbe
Phycisphaerae; Urania-1B-19 marine sediment group	76	up	1	microbe
Planctomycetota; OM190	77	up	1	microbe
Proteobacteria; Alphaproteobacteria	78	down	1	microbe
Proteobacteria; Alphaproteobacteria	79	up	1	microbe
Proteobacteria; Gammaproteobacteria	80	down	1	microbe
Rhodothermia; Balneola	81	down	1	microbe
Rhodothermia; Balneola	82	up	1	microbe
Thermoplasmata; Marine Group II	83	down	1	microbe
Verrucomicrobiae; Coraliomargarita	84	up	1	microbe
Verrucomicrobiae; Lentimonas	85	down	1	microbe
Verrucomicrobiae; Rubritalea	86	up	2	microbe
putrescine 2	87	up	1	metabolite
homoserine betaine	88	down	1	metabolite
homoserine betaine	89	up	1	metabolite
asparagine	90	down	1	metabolite
asparagine	91	up	1	metabolite
glycine	92	down	1	metabolite
glycine	93	up	1	metabolite
kynurenine	94	down	1	metabolite
kynurenine	95	up	1	metabolite
tryptophan	96	down	1	metabolite
tryptophan	97	up	1	metabolite
histidine	98	down	1	metabolite
histidine	99	up	1	metabolite
aspartate	100	down	1	metabolite
aspartate	101	up	1	metabolite
proline	102	down	1	metabolite
proline	103	up	2	metabolite
proline	104	up	1	metabolite
alanine	105	down	1	metabolite
alanine	106	up	2	metabolite
alanine	107	up	1	metabolite
lysine 2	108	down	1	metabolite
lysine 2	109	up	1	metabolite
phenylalanine	110	down	1	metabolite
phenylalanine	111	up	1	metabolite
citrulline	112	down	1	metabolite
citrulline	113	up	1	metabolite
ornithine 2	114	down	1	metabolite
ornithine 2	115	up	1	metabolite
serine	116	down	1	metabolite
serine	117	up	1	metabolite
threonine	118	down	1	metabolite
threonine	119	up	1	metabolite
valine	120	down	1	metabolite
valine	121	up	1	metabolite
isoleucine	122	down	1	metabolite
isoleucine	123	up	1	metabolite
leucine	124	down	1	metabolite
leucine	125	up	1	metabolite
guanosine	126	down	1	metabolite
guanosine	127	up	1	metabolite
pantothenic acid	128	down	1	metabolite
pantothenic acid	129	up	1	metabolite
pantothenic acid	130	up	2	metabolite
cysteine 2	131	down	1	metabolite
cysteine 2	132	down	4	metabolite
cysteine 2	133	up	1	metabolite
cysteine 2	134	up	2	metabolite
uridine	135	down	1	metabolite
cysteate	136	down	1	metabolite
cysteate	137	up	1	metabolite
taurine	138	down	1	metabolite
taurine	139	up	1	metabolite
ciliatine	140	down	1	metabolite
GABA	141	down	1	metabolite
5'AMP	142	down	1	metabolite
5'AMP	143	down	3	metabolite
5'AMP	144	up	1	metabolite
3'AMP	145	down	1	metabolite
DHPS	146	down	1	metabolite
DHPS	147	up	1	metabolite
glutamine	148	down	1	metabolite
glutamine	149	up	1	metabolite
glutamic acid	150	down	1	metabolite
glutamic acid	151	up	1	metabolite
isethionate	152	down	1	metabolite
isethionate	153	up	1	metabolite
arginine	154	down	1	metabolite
arginine	155	up	1	metabolite
glutathione 2	156	down	1	metabolite
glutathione 2	157	up	1	metabolite
sarcosine	158	down	1	metabolite
sarcosine	159	up	1	metabolite
sarcosine	160	up	3	metabolite
malic acid	161	down	1	metabolite
malic acid	162	up	1	metabolite
malic acid	163	up	2	metabolite
5'UMP	164	down	1	metabolite
5'UMP	165	up	1	metabolite
sn-glycerol 3-phosphate	166	down	1	metabolite
sn-glycerol 3-phosphate	167	up	1	metabolite
