site	v1	v2	asso	type
reef	ASV_00129	ASV_00155	NA	taxon
reef	ASV_00129	ASV_00191	NA	taxon
reef	ASV_00129	ASV_00129	NA	taxon
reef	ASV_00129	ASV_00217	NA	taxon
reef	ASV_00129	ASV_00164	NA	taxon
reef	ASV_00129	ASV_00240	NA	taxon
reef	ASV_00129	ASV_00147	NA	taxon
reef	ASV_00129	ASV_00215	NA	taxon
reef	ASV_00129	ASV_00105	NA	taxon
reef	ASV_00129	ASV_00094	NA	taxon
reef	ASV_00129	ASV_00124	NA	taxon
reef	ASV_00129	ASV_00096	NA	taxon
reef	ASV_00129	ASV_00097	NA	taxon
reef	ASV_00129	ASV_00119	NA	taxon
reef	ASV_00129	ASV_00125	NA	taxon
reef	ASV_00129	ASV_00111	NA	taxon
reef	ASV_00129	ASV_00092	NA	taxon
reef	ASV_00129	ASV_00093	NA	taxon
reef	ASV_00129	ASV_00084	NA	taxon
reef	ASV_00129	ASV_00080	NA	taxon
reef	ASV_00129	ASV_00072	NA	taxon
reef	ASV_00129	ASV_00150	NA	taxon
reef	ASV_00129	ASV_00059	NA	taxon
reef	ASV_00129	ASV_00058	NA	taxon
reef	ASV_00129	ASV_00054	NA	taxon
reef	ASV_00129	ASV_00066	NA	taxon
reef	ASV_00129	ASV_00053	NA	taxon
reef	ASV_00129	ASV_00060	NA	taxon
reef	ASV_00129	ASV_00133	NA	taxon
reef	ASV_00129	ASV_00103	NA	taxon
reef	ASV_00129	ASV_00045	NA	taxon
reef	ASV_00129	ASV_00064	NA	taxon
reef	ASV_00129	ASV_00038	NA	taxon
reef	ASV_00129	ASV_00028	NA	taxon
reef	ASV_00129	ASV_00057	NA	taxon
reef	ASV_00129	ASV_00051	NA	taxon
reef	ASV_00129	ASV_00018	NA	taxon
reef	ASV_00129	ASV_00031	NA	taxon
reef	ASV_00129	ASV_00019	NA	taxon
reef	ASV_00129	ASV_00036	NA	taxon
reef	ASV_00129	ASV_00040	NA	taxon
reef	ASV_00129	ASV_00023	NA	taxon
reef	ASV_00129	ASV_00007	NA	taxon
reef	ASV_00129	ASV_00009	NA	taxon
reef	ASV_00129	ASV_00017	NA	taxon
reef	ASV_00129	ASV_00012	NA	taxon
reef	ASV_00129	ASV_00021	NA	taxon
reef	ASV_00129	ASV_00013	NA	taxon
reef	ASV_00129	ASV_00015	NA	taxon
reef	ASV_00129	ASV_00006	NA	taxon
reef	ASV_00129	ASV_00003	NA	taxon
reef	ASV_00129	ASV_00004	NA	taxon
reef	ASV_00129	ASV_00014	NA	taxon
reef	ASV_00129	ASV_00008	NA	taxon
reef	ASV_00129	ASV_00002	NA	taxon
reef	ASV_00129	ASV_00001	NA	taxon
reef	ASV_00191	valine	NA	taxon
reef	ASV_00191	uridine	NA	taxon
reef	ASV_00191	tyrosine	NA	taxon
reef	ASV_00191	tryptophan	NA	taxon
reef	ASV_00191	tryptamine	NA	taxon
reef	ASV_00191	threonine	NA	taxon
reef	ASV_00191	taurine	NA	taxon
reef	ASV_00191	spermidine 3	NA	taxon
reef	ASV_00191	sn-glycerol 3-phosphate	NA	taxon
reef	ASV_00191	serine	NA	taxon
reef	ASV_00191	sarcosine	NA	taxon
reef	ASV_00191	putrescine 2	NA	taxon
reef	ASV_00191	proline	NA	taxon
reef	ASV_00191	phenylalanine	NA	taxon
reef	ASV_00191	pantothenic acid	NA	taxon
reef	ASV_00191	ornithine 2	NA	taxon
reef	ASV_00191	N-acetyl-muramic acid	NA	taxon
reef	ASV_00191	methionine	NA	taxon
reef	ASV_00191	malic acid	NA	taxon
reef	ASV_00191	lysine 2	NA	taxon
reef	ASV_00191	leucine	NA	taxon
reef	ASV_00191	kynurenine	NA	taxon
reef	ASV_00191	isoleucine	NA	taxon
reef	ASV_00191	isethionate	NA	taxon
reef	ASV_00191	homoserine betaine	NA	taxon
reef	ASV_00191	histidine	NA	taxon
reef	ASV_00191	guanosine	NA	taxon
reef	ASV_00191	glycine	NA	taxon
reef	ASV_00191	glutathione 2	NA	taxon
reef	ASV_00191	glutamine	NA	taxon
reef	ASV_00191	glutamic acid	NA	taxon
reef	ASV_00191	GABA	NA	taxon
reef	ASV_00191	folate	NA	taxon
reef	ASV_00191	DHPS	NA	taxon
reef	ASV_00191	cytidine	NA	taxon
reef	ASV_00191	cysteine 2	NA	taxon
reef	ASV_00191	cysteate	NA	taxon
reef	ASV_00191	citrulline	NA	taxon
reef	ASV_00191	ciliatine	NA	taxon
reef	ASV_00191	aspartate	NA	taxon
reef	ASV_00191	asparagine	NA	taxon
reef	ASV_00191	arginine	NA	taxon
reef	ASV_00191	amMP	NA	taxon
reef	ASV_00191	alanine	NA	taxon
reef	ASV_00191	5'UMP	NA	taxon
reef	ASV_00191	5'AMP	NA	taxon
reef	ASV_00191	4-aminobenzoic acid	NA	taxon
reef	ASV_00191	3'AMP	NA	taxon
reef	ASV_00191	2'deoxycytidine	NA	taxon
reef	ASV_00191	ASV_00323	NA	taxon
reef	ASV_00191	ASV_00568	NA	taxon
reef	ASV_00191	ASV_00400	NA	taxon
reef	ASV_00191	ASV_00346	NA	taxon
reef	ASV_00191	ASV_00389	NA	taxon
reef	ASV_00191	ASV_00307	NA	taxon
reef	ASV_00191	ASV_00313	NA	taxon
reef	ASV_00191	ASV_00451	NA	taxon
reef	ASV_00191	ASV_00337	NA	taxon
reef	ASV_00191	ASV_00349	NA	taxon
reef	ASV_00191	ASV_00300	NA	taxon
reef	ASV_00191	ASV_00317	NA	taxon
reef	ASV_00191	ASV_00186	NA	taxon
reef	ASV_00191	ASV_00370	NA	taxon
reef	ASV_00191	ASV_00441	NA	taxon
reef	ASV_00191	ASV_00277	NA	taxon
reef	ASV_00191	ASV_00282	NA	taxon
reef	ASV_00191	ASV_00264	NA	taxon
reef	ASV_00191	ASV_00271	NA	taxon
reef	ASV_00191	ASV_00524	NA	taxon
reef	ASV_00191	ASV_00260	NA	taxon
reef	ASV_00191	ASV_00256	NA	taxon
reef	ASV_00191	ASV_00251	NA	taxon
reef	ASV_00191	ASV_00314	NA	taxon
reef	ASV_00191	ASV_00236	NA	taxon
reef	ASV_00191	ASV_00231	NA	taxon
reef	ASV_00191	ASV_00392	NA	taxon
reef	ASV_00191	ASV_00243	NA	taxon
reef	ASV_00191	ASV_00209	NA	taxon
reef	ASV_00191	ASV_00624	NA	taxon
reef	ASV_00191	ASV_00290	0.1044086261873984	taxon
reef	ASV_00191	ASV_00177	NA	taxon
reef	ASV_00191	ASV_00229	NA	taxon
reef	ASV_00191	ASV_00171	NA	taxon
reef	ASV_00191	ASV_00227	NA	taxon
reef	ASV_00191	ASV_00153	NA	taxon
reef	ASV_00191	ASV_00168	NA	taxon
reef	ASV_00191	ASV_00361	NA	taxon
reef	ASV_00191	ASV_00146	NA	taxon
reef	ASV_00191	ASV_01134	NA	taxon
reef	ASV_00191	ASV_00138	NA	taxon
reef	ASV_00191	ASV_00130	NA	taxon
reef	ASV_00191	ASV_00131	NA	taxon
reef	ASV_00191	ASV_00269	NA	taxon
reef	ASV_00191	ASV_00155	NA	taxon
reef	ASV_00191	ASV_00191	NA	taxon
reef	ASV_00191	ASV_00129	NA	taxon
reef	ASV_00191	ASV_00217	NA	taxon
reef	ASV_00191	ASV_00164	NA	taxon
reef	ASV_00191	ASV_00240	NA	taxon
reef	ASV_00191	ASV_00147	NA	taxon
reef	ASV_00191	ASV_00215	NA	taxon
reef	ASV_00191	ASV_00105	NA	taxon
reef	ASV_00191	ASV_00094	NA	taxon
reef	ASV_00191	ASV_00124	NA	taxon
reef	ASV_00191	ASV_00096	NA	taxon
reef	ASV_00191	ASV_00097	NA	taxon
reef	ASV_00191	ASV_00119	NA	taxon
reef	ASV_00191	ASV_00125	NA	taxon
reef	ASV_00191	ASV_00111	NA	taxon
reef	ASV_00191	ASV_00092	NA	taxon
reef	ASV_00191	ASV_00093	NA	taxon
reef	ASV_00191	ASV_00084	NA	taxon
reef	ASV_00191	ASV_00080	NA	taxon
reef	ASV_00191	ASV_00072	NA	taxon
reef	ASV_00191	ASV_00150	NA	taxon
reef	ASV_00191	ASV_00059	NA	taxon
reef	ASV_00191	ASV_00058	NA	taxon
reef	ASV_00191	ASV_00054	NA	taxon
reef	ASV_00191	ASV_00066	NA	taxon
reef	ASV_00191	ASV_00053	NA	taxon
reef	ASV_00191	ASV_00060	NA	taxon
reef	ASV_00191	ASV_00133	NA	taxon
reef	ASV_00191	ASV_00103	NA	taxon
reef	ASV_00191	ASV_00045	NA	taxon
reef	ASV_00191	ASV_00064	NA	taxon
reef	ASV_00191	ASV_00038	NA	taxon
reef	ASV_00191	ASV_00028	NA	taxon
reef	ASV_00191	ASV_00057	NA	taxon
reef	ASV_00191	ASV_00051	NA	taxon
reef	ASV_00191	ASV_00018	NA	taxon
reef	ASV_00191	ASV_00031	NA	taxon
reef	ASV_00191	ASV_00019	NA	taxon
reef	ASV_00191	ASV_00036	NA	taxon
reef	ASV_00191	ASV_00040	NA	taxon
reef	ASV_00191	ASV_00023	NA	taxon
reef	ASV_00191	ASV_00007	NA	taxon
reef	ASV_00191	ASV_00009	NA	taxon
reef	ASV_00191	ASV_00017	NA	taxon
reef	ASV_00191	ASV_00012	NA	taxon
reef	ASV_00191	ASV_00021	NA	taxon
reef	ASV_00191	ASV_00013	NA	taxon
reef	ASV_00191	ASV_00015	NA	taxon
reef	ASV_00191	ASV_00006	NA	taxon
reef	ASV_00191	ASV_00003	NA	taxon
reef	ASV_00191	ASV_00004	NA	taxon
reef	ASV_00191	ASV_00014	NA	taxon
reef	ASV_00191	ASV_00008	NA	taxon
reef	ASV_00191	ASV_00002	NA	taxon
reef	ASV_00191	ASV_00001	NA	taxon
reef	ASV_00155	valine	NA	taxon
reef	ASV_00155	uridine	NA	taxon
reef	ASV_00155	tyrosine	NA	taxon
reef	ASV_00155	tryptophan	NA	taxon
reef	ASV_00155	tryptamine	NA	taxon
reef	ASV_00155	threonine	NA	taxon
reef	ASV_00155	taurine	NA	taxon
reef	ASV_00155	spermidine 3	NA	taxon
reef	ASV_00155	sn-glycerol 3-phosphate	NA	taxon
reef	ASV_00155	serine	NA	taxon
reef	ASV_00155	sarcosine	NA	taxon
reef	ASV_00155	putrescine 2	NA	taxon
reef	ASV_00155	proline	NA	taxon
reef	ASV_00155	phenylalanine	NA	taxon
reef	ASV_00155	pantothenic acid	NA	taxon
reef	ASV_00155	ornithine 2	NA	taxon
reef	ASV_00155	N-acetyl-muramic acid	NA	taxon
reef	ASV_00155	methionine	NA	taxon
reef	ASV_00155	malic acid	NA	taxon
reef	ASV_00155	lysine 2	NA	taxon
reef	ASV_00155	leucine	NA	taxon
reef	ASV_00155	kynurenine	NA	taxon
reef	ASV_00155	isoleucine	NA	taxon
reef	ASV_00155	isethionate	NA	taxon
reef	ASV_00155	homoserine betaine	NA	taxon
reef	ASV_00155	histidine	NA	taxon
reef	ASV_00155	guanosine	NA	taxon
reef	ASV_00155	glycine	NA	taxon
reef	ASV_00155	glutathione 2	NA	taxon
reef	ASV_00155	glutamine	NA	taxon
reef	ASV_00155	glutamic acid	NA	taxon
reef	ASV_00155	GABA	NA	taxon
reef	ASV_00155	folate	NA	taxon
reef	ASV_00155	DHPS	NA	taxon
reef	ASV_00155	cytidine	NA	taxon
reef	ASV_00155	cysteine 2	NA	taxon
reef	ASV_00155	cysteate	NA	taxon
reef	ASV_00155	citrulline	NA	taxon
reef	ASV_00155	ciliatine	NA	taxon
reef	ASV_00155	aspartate	NA	taxon
reef	ASV_00155	asparagine	NA	taxon
reef	ASV_00155	arginine	NA	taxon
reef	ASV_00155	amMP	NA	taxon
reef	ASV_00155	alanine	NA	taxon
reef	ASV_00155	5'UMP	NA	taxon
reef	ASV_00155	5'AMP	NA	taxon
reef	ASV_00155	4-aminobenzoic acid	NA	taxon
reef	ASV_00155	3'AMP	NA	taxon
reef	ASV_00155	2'deoxycytidine	NA	taxon
reef	ASV_00155	ASV_00323	NA	taxon
reef	ASV_00155	ASV_00568	NA	taxon
reef	ASV_00155	ASV_00400	NA	taxon
reef	ASV_00155	ASV_00346	NA	taxon
reef	ASV_00155	ASV_00389	NA	taxon
reef	ASV_00155	ASV_00307	NA	taxon
reef	ASV_00155	ASV_00313	NA	taxon
reef	ASV_00155	ASV_00451	NA	taxon
reef	ASV_00155	ASV_00337	NA	taxon
reef	ASV_00155	ASV_00349	NA	taxon
reef	ASV_00155	ASV_00300	NA	taxon
reef	ASV_00155	ASV_00317	NA	taxon
reef	ASV_00155	ASV_00186	NA	taxon
reef	ASV_00155	ASV_00370	NA	taxon
reef	ASV_00155	ASV_00441	NA	taxon
reef	ASV_00155	ASV_00277	NA	taxon
reef	ASV_00155	ASV_00282	NA	taxon
reef	ASV_00155	ASV_00264	NA	taxon
reef	ASV_00155	ASV_00271	NA	taxon
reef	ASV_00155	ASV_00524	NA	taxon
reef	ASV_00155	ASV_00260	NA	taxon
reef	ASV_00155	ASV_00256	NA	taxon
reef	ASV_00155	ASV_00251	NA	taxon
reef	ASV_00155	ASV_00314	0.023837557650177088	taxon
reef	ASV_00155	ASV_00236	NA	taxon
reef	ASV_00155	ASV_00231	NA	taxon
reef	ASV_00155	ASV_00392	NA	taxon
reef	ASV_00155	ASV_00243	NA	taxon
reef	ASV_00155	ASV_00209	NA	taxon
reef	ASV_00155	ASV_00624	NA	taxon
reef	ASV_00155	ASV_00290	NA	taxon
reef	ASV_00155	ASV_00177	NA	taxon
reef	ASV_00155	ASV_00229	NA	taxon
reef	ASV_00155	ASV_00171	NA	taxon
reef	ASV_00155	ASV_00227	NA	taxon
reef	ASV_00155	ASV_00153	0.004793568157809347	taxon
reef	ASV_00155	ASV_00168	NA	taxon
reef	ASV_00155	ASV_00361	NA	taxon
reef	ASV_00155	ASV_00146	NA	taxon
reef	ASV_00155	ASV_01134	NA	taxon
reef	ASV_00155	ASV_00138	NA	taxon
reef	ASV_00155	ASV_00130	0.13981418931943843	taxon
reef	ASV_00155	ASV_00131	NA	taxon
reef	ASV_00155	ASV_00269	NA	taxon
reef	ASV_00155	ASV_00155	NA	taxon
reef	ASV_00155	ASV_00191	NA	taxon
reef	ASV_00155	ASV_00129	NA	taxon
reef	ASV_00155	ASV_00217	NA	taxon
reef	ASV_00155	ASV_00164	NA	taxon
reef	ASV_00155	ASV_00240	NA	taxon
reef	ASV_00155	ASV_00147	NA	taxon
reef	ASV_00155	ASV_00215	NA	taxon
reef	ASV_00155	ASV_00105	NA	taxon
reef	ASV_00155	ASV_00094	NA	taxon
reef	ASV_00155	ASV_00124	NA	taxon
reef	ASV_00155	ASV_00096	NA	taxon
reef	ASV_00155	ASV_00097	NA	taxon
reef	ASV_00155	ASV_00119	NA	taxon
reef	ASV_00155	ASV_00125	NA	taxon
reef	ASV_00155	ASV_00111	NA	taxon
reef	ASV_00155	ASV_00092	NA	taxon
reef	ASV_00155	ASV_00093	NA	taxon
reef	ASV_00155	ASV_00084	NA	taxon
reef	ASV_00155	ASV_00080	NA	taxon
reef	ASV_00155	ASV_00072	NA	taxon
reef	ASV_00155	ASV_00150	NA	taxon
reef	ASV_00155	ASV_00059	NA	taxon
reef	ASV_00155	ASV_00058	NA	taxon
reef	ASV_00155	ASV_00054	NA	taxon
reef	ASV_00155	ASV_00066	NA	taxon
reef	ASV_00155	ASV_00053	NA	taxon
reef	ASV_00155	ASV_00060	NA	taxon
reef	ASV_00155	ASV_00133	NA	taxon
reef	ASV_00155	ASV_00103	NA	taxon
reef	ASV_00155	ASV_00045	NA	taxon
reef	ASV_00155	ASV_00064	NA	taxon
reef	ASV_00155	ASV_00038	NA	taxon
reef	ASV_00155	ASV_00028	NA	taxon
reef	ASV_00155	ASV_00057	NA	taxon
reef	ASV_00155	ASV_00051	NA	taxon
reef	ASV_00155	ASV_00018	NA	taxon
reef	ASV_00155	ASV_00031	NA	taxon
reef	ASV_00155	ASV_00019	NA	taxon
reef	ASV_00155	ASV_00036	NA	taxon
reef	ASV_00155	ASV_00040	NA	taxon
reef	ASV_00155	ASV_00023	NA	taxon
reef	ASV_00155	ASV_00007	NA	taxon
reef	ASV_00155	ASV_00009	NA	taxon
reef	ASV_00155	ASV_00017	NA	taxon
reef	ASV_00155	ASV_00012	NA	taxon
reef	ASV_00155	ASV_00021	NA	taxon
reef	ASV_00155	ASV_00013	NA	taxon
reef	ASV_00155	ASV_00015	NA	taxon
reef	ASV_00155	ASV_00006	NA	taxon
reef	ASV_00155	ASV_00003	NA	taxon
reef	ASV_00155	ASV_00004	NA	taxon
reef	ASV_00155	ASV_00014	NA	taxon
reef	ASV_00155	ASV_00008	NA	taxon
reef	ASV_00155	ASV_00002	NA	taxon
reef	ASV_00155	ASV_00001	NA	taxon
reef	ASV_00269	valine	NA	taxon
reef	ASV_00269	uridine	NA	taxon
reef	ASV_00269	tyrosine	NA	taxon
reef	ASV_00269	tryptophan	NA	taxon
reef	ASV_00269	tryptamine	NA	taxon
reef	ASV_00269	threonine	NA	taxon
reef	ASV_00269	taurine	NA	taxon
reef	ASV_00269	spermidine 3	NA	taxon
reef	ASV_00269	sn-glycerol 3-phosphate	NA	taxon
reef	ASV_00269	serine	NA	taxon
reef	ASV_00269	sarcosine	NA	taxon
reef	ASV_00269	putrescine 2	NA	taxon
reef	ASV_00269	proline	NA	taxon
reef	ASV_00269	phenylalanine	NA	taxon
reef	ASV_00269	pantothenic acid	NA	taxon
reef	ASV_00269	ornithine 2	NA	taxon
reef	ASV_00269	N-acetyl-muramic acid	NA	taxon
reef	ASV_00269	methionine	NA	taxon
reef	ASV_00269	malic acid	NA	taxon
reef	ASV_00269	lysine 2	NA	taxon
reef	ASV_00269	leucine	NA	taxon
reef	ASV_00269	kynurenine	NA	taxon
reef	ASV_00269	isoleucine	NA	taxon
reef	ASV_00269	isethionate	NA	taxon
reef	ASV_00269	homoserine betaine	NA	taxon
reef	ASV_00269	histidine	NA	taxon
reef	ASV_00269	guanosine	NA	taxon
reef	ASV_00269	glycine	NA	taxon
reef	ASV_00269	glutathione 2	NA	taxon
reef	ASV_00269	glutamine	NA	taxon
reef	ASV_00269	glutamic acid	NA	taxon
reef	ASV_00269	GABA	NA	taxon
reef	ASV_00269	folate	NA	taxon
reef	ASV_00269	DHPS	NA	taxon
reef	ASV_00269	cytidine	NA	taxon
reef	ASV_00269	cysteine 2	NA	taxon
reef	ASV_00269	cysteate	NA	taxon
reef	ASV_00269	citrulline	NA	taxon
reef	ASV_00269	ciliatine	NA	taxon
reef	ASV_00269	aspartate	NA	taxon
reef	ASV_00269	asparagine	NA	taxon
reef	ASV_00269	arginine	NA	taxon
reef	ASV_00269	amMP	NA	taxon
reef	ASV_00269	alanine	NA	taxon
reef	ASV_00269	5'UMP	NA	taxon
reef	ASV_00269	5'AMP	NA	taxon
reef	ASV_00269	4-aminobenzoic acid	NA	taxon
reef	ASV_00269	3'AMP	NA	taxon
reef	ASV_00269	2'deoxycytidine	NA	taxon
reef	ASV_00269	ASV_00323	NA	taxon
reef	ASV_00269	ASV_00568	NA	taxon
reef	ASV_00269	ASV_00400	NA	taxon
reef	ASV_00269	ASV_00346	NA	taxon
reef	ASV_00269	ASV_00389	NA	taxon
reef	ASV_00269	ASV_00307	NA	taxon
reef	ASV_00269	ASV_00313	NA	taxon
reef	ASV_00269	ASV_00451	NA	taxon
reef	ASV_00269	ASV_00337	NA	taxon
reef	ASV_00269	ASV_00349	NA	taxon
reef	ASV_00269	ASV_00300	NA	taxon
reef	ASV_00269	ASV_00317	NA	taxon
reef	ASV_00269	ASV_00186	NA	taxon
reef	ASV_00269	ASV_00370	NA	taxon
reef	ASV_00269	ASV_00441	NA	taxon
reef	ASV_00269	ASV_00277	NA	taxon
reef	ASV_00269	ASV_00282	NA	taxon
reef	ASV_00269	ASV_00264	NA	taxon
reef	ASV_00269	ASV_00271	NA	taxon
reef	ASV_00269	ASV_00524	NA	taxon
reef	ASV_00269	ASV_00260	NA	taxon
reef	ASV_00269	ASV_00256	NA	taxon
reef	ASV_00269	ASV_00251	NA	taxon
reef	ASV_00269	ASV_00314	-0.004361309221819737	taxon
reef	ASV_00269	ASV_00236	NA	taxon
reef	ASV_00269	ASV_00231	NA	taxon
reef	ASV_00269	ASV_00392	NA	taxon
reef	ASV_00269	ASV_00243	NA	taxon
reef	ASV_00269	ASV_00209	-0.01679394433966591	taxon
reef	ASV_00269	ASV_00624	0.0703256833996928	taxon
reef	ASV_00269	ASV_00290	NA	taxon
reef	ASV_00269	ASV_00177	NA	taxon
reef	ASV_00269	ASV_00229	NA	taxon
reef	ASV_00269	ASV_00171	NA	taxon
reef	ASV_00269	ASV_00227	NA	taxon
reef	ASV_00269	ASV_00153	NA	taxon
reef	ASV_00269	ASV_00168	NA	taxon
reef	ASV_00269	ASV_00361	NA	taxon
reef	ASV_00269	ASV_00146	0.2620929303407619	taxon
reef	ASV_00269	ASV_01134	NA	taxon
reef	ASV_00269	ASV_00138	0.19602323269520638	taxon
reef	ASV_00269	ASV_00130	NA	taxon
reef	ASV_00269	ASV_00131	NA	taxon
reef	ASV_00269	ASV_00269	NA	taxon
reef	ASV_00269	ASV_00155	NA	taxon
reef	ASV_00269	ASV_00191	NA	taxon
reef	ASV_00269	ASV_00129	NA	taxon
reef	ASV_00269	ASV_00217	NA	taxon
reef	ASV_00269	ASV_00164	NA	taxon
reef	ASV_00269	ASV_00240	NA	taxon
reef	ASV_00269	ASV_00147	NA	taxon
reef	ASV_00269	ASV_00215	NA	taxon
reef	ASV_00269	ASV_00105	NA	taxon
reef	ASV_00269	ASV_00094	NA	taxon
reef	ASV_00269	ASV_00124	NA	taxon
reef	ASV_00269	ASV_00096	NA	taxon
reef	ASV_00269	ASV_00097	NA	taxon
reef	ASV_00269	ASV_00119	NA	taxon
reef	ASV_00269	ASV_00125	NA	taxon
reef	ASV_00269	ASV_00111	NA	taxon
reef	ASV_00269	ASV_00092	NA	taxon
reef	ASV_00269	ASV_00093	NA	taxon
reef	ASV_00269	ASV_00084	NA	taxon
reef	ASV_00269	ASV_00080	NA	taxon
reef	ASV_00269	ASV_00072	NA	taxon
reef	ASV_00269	ASV_00150	NA	taxon
reef	ASV_00269	ASV_00059	NA	taxon
reef	ASV_00269	ASV_00058	NA	taxon
reef	ASV_00269	ASV_00054	NA	taxon
reef	ASV_00269	ASV_00066	NA	taxon
reef	ASV_00269	ASV_00053	NA	taxon
reef	ASV_00269	ASV_00060	NA	taxon
reef	ASV_00269	ASV_00133	NA	taxon
reef	ASV_00269	ASV_00103	NA	taxon
reef	ASV_00269	ASV_00045	NA	taxon
reef	ASV_00269	ASV_00064	NA	taxon
reef	ASV_00269	ASV_00038	NA	taxon
reef	ASV_00269	ASV_00028	NA	taxon
reef	ASV_00269	ASV_00057	NA	taxon
reef	ASV_00269	ASV_00051	NA	taxon
reef	ASV_00269	ASV_00018	NA	taxon
reef	ASV_00269	ASV_00031	NA	taxon
reef	ASV_00269	ASV_00019	NA	taxon
reef	ASV_00269	ASV_00036	NA	taxon
reef	ASV_00269	ASV_00040	NA	taxon
reef	ASV_00269	ASV_00023	NA	taxon
reef	ASV_00269	ASV_00007	NA	taxon
reef	ASV_00269	ASV_00009	NA	taxon
reef	ASV_00269	ASV_00017	NA	taxon
reef	ASV_00269	ASV_00012	NA	taxon
reef	ASV_00269	ASV_00021	NA	taxon
reef	ASV_00269	ASV_00013	NA	taxon
reef	ASV_00269	ASV_00015	NA	taxon
reef	ASV_00269	ASV_00006	NA	taxon
reef	ASV_00269	ASV_00003	NA	taxon
reef	ASV_00269	ASV_00004	NA	taxon
reef	ASV_00269	ASV_00014	NA	taxon
reef	ASV_00269	ASV_00008	NA	taxon
reef	ASV_00269	ASV_00002	NA	taxon
reef	ASV_00269	ASV_00001	NA	taxon
reef	ASV_00131	valine	NA	taxon
reef	ASV_00131	uridine	NA	taxon
reef	ASV_00131	tyrosine	NA	taxon
reef	ASV_00131	tryptophan	NA	taxon
reef	ASV_00131	tryptamine	NA	taxon
reef	ASV_00131	threonine	NA	taxon
reef	ASV_00131	taurine	NA	taxon
reef	ASV_00131	spermidine 3	NA	taxon
reef	ASV_00131	sn-glycerol 3-phosphate	NA	taxon
reef	ASV_00131	serine	NA	taxon
reef	ASV_00131	sarcosine	NA	taxon
reef	ASV_00131	putrescine 2	NA	taxon
reef	ASV_00131	proline	NA	taxon
reef	ASV_00131	phenylalanine	NA	taxon
reef	ASV_00131	pantothenic acid	NA	taxon
reef	ASV_00131	ornithine 2	NA	taxon
reef	ASV_00131	N-acetyl-muramic acid	NA	taxon
reef	ASV_00131	methionine	NA	taxon
reef	ASV_00131	malic acid	NA	taxon
reef	ASV_00131	lysine 2	NA	taxon
reef	ASV_00131	leucine	NA	taxon
reef	ASV_00131	kynurenine	NA	taxon
reef	ASV_00131	isoleucine	NA	taxon
reef	ASV_00131	isethionate	NA	taxon
reef	ASV_00131	homoserine betaine	NA	taxon
reef	ASV_00131	histidine	NA	taxon
reef	ASV_00131	guanosine	NA	taxon
reef	ASV_00131	glycine	NA	taxon
reef	ASV_00131	glutathione 2	NA	taxon
reef	ASV_00131	glutamine	NA	taxon
reef	ASV_00131	glutamic acid	NA	taxon
reef	ASV_00131	GABA	NA	taxon
reef	ASV_00131	folate	NA	taxon
reef	ASV_00131	DHPS	NA	taxon
reef	ASV_00131	cytidine	NA	taxon
reef	ASV_00131	cysteine 2	NA	taxon
reef	ASV_00131	cysteate	NA	taxon
reef	ASV_00131	citrulline	NA	taxon
reef	ASV_00131	ciliatine	NA	taxon
reef	ASV_00131	aspartate	NA	taxon
reef	ASV_00131	asparagine	NA	taxon
reef	ASV_00131	arginine	NA	taxon
reef	ASV_00131	amMP	NA	taxon
reef	ASV_00131	alanine	NA	taxon
reef	ASV_00131	5'UMP	NA	taxon
reef	ASV_00131	5'AMP	NA	taxon
reef	ASV_00131	4-aminobenzoic acid	NA	taxon
reef	ASV_00131	3'AMP	NA	taxon
reef	ASV_00131	2'deoxycytidine	NA	taxon
reef	ASV_00131	ASV_00323	NA	taxon
reef	ASV_00131	ASV_00568	NA	taxon
reef	ASV_00131	ASV_00400	NA	taxon
reef	ASV_00131	ASV_00346	NA	taxon
reef	ASV_00131	ASV_00389	NA	taxon
reef	ASV_00131	ASV_00307	NA	taxon
reef	ASV_00131	ASV_00313	NA	taxon
reef	ASV_00131	ASV_00451	NA	taxon
reef	ASV_00131	ASV_00337	NA	taxon
reef	ASV_00131	ASV_00349	NA	taxon
reef	ASV_00131	ASV_00300	NA	taxon
reef	ASV_00131	ASV_00317	0.2061445244642897	taxon
reef	ASV_00131	ASV_00186	NA	taxon
reef	ASV_00131	ASV_00370	NA	taxon
reef	ASV_00131	ASV_00441	NA	taxon
reef	ASV_00131	ASV_00277	0.061318439536453356	taxon
reef	ASV_00131	ASV_00282	NA	taxon
reef	ASV_00131	ASV_00264	NA	taxon
reef	ASV_00131	ASV_00271	0.11689632935405345	taxon
reef	ASV_00131	ASV_00524	NA	taxon
reef	ASV_00131	ASV_00260	NA	taxon
reef	ASV_00131	ASV_00256	NA	taxon
reef	ASV_00131	ASV_00251	NA	taxon
reef	ASV_00131	ASV_00314	NA	taxon
reef	ASV_00131	ASV_00236	NA	taxon
reef	ASV_00131	ASV_00231	NA	taxon
reef	ASV_00131	ASV_00392	NA	taxon
reef	ASV_00131	ASV_00243	NA	taxon
reef	ASV_00131	ASV_00209	NA	taxon
reef	ASV_00131	ASV_00624	NA	taxon
reef	ASV_00131	ASV_00290	NA	taxon
reef	ASV_00131	ASV_00177	NA	taxon
reef	ASV_00131	ASV_00229	NA	taxon
reef	ASV_00131	ASV_00171	NA	taxon
reef	ASV_00131	ASV_00227	0.014295549485685122	taxon
reef	ASV_00131	ASV_00153	NA	taxon
