Label	Id	direction	num_obs	omics_type
aspartate	104	up	1	metabolite
proline	105	down	1	metabolite
proline	106	up	1	metabolite
alanine	107	up	1	metabolite
lysine 2	108	up	1	metabolite
phenylalanine	109	down	1	metabolite
phenylalanine	110	up	1	metabolite
citrulline	111	up	1	metabolite
ornithine 2	112	up	1	metabolite
serine	113	down	1	metabolite
threonine	114	down	1	metabolite
valine	115	down	1	metabolite
valine	116	up	1	metabolite
isoleucine	117	down	1	metabolite
isoleucine	118	up	1	metabolite
leucine	119	down	1	metabolite
pantothenic acid	120	down	1	metabolite
pantothenic acid	121	down	4	metabolite
pantothenic acid	122	up	1	metabolite
pantothenic acid	123	up	2	metabolite
cysteine 2	124	up	1	metabolite
uridine	125	down	1	metabolite
uridine	126	up	1	metabolite
taurine	127	up	1	metabolite
ciliatine	128	down	1	metabolite
ciliatine	129	down	3	metabolite
ciliatine	130	up	2	metabolite
ciliatine	131	up	3	metabolite
ciliatine	132	up	5	metabolite
ciliatine	133	up	1	metabolite
ciliatine	134	up	4	metabolite
GABA	135	up	1	metabolite
5'AMP	136	down	1	metabolite
5'AMP	137	up	1	metabolite
DHPS	138	down	1	metabolite
DHPS	139	up	1	metabolite
glutamine	140	up	1	metabolite
glutamic acid	141	up	1	metabolite
isethionate	142	up	1	metabolite
arginine	143	up	1	metabolite
glutathione 2	144	up	1	metabolite
sarcosine	145	down	1	metabolite
sarcosine	146	up	2	metabolite
malic acid	147	down	1	metabolite
malic acid	148	up	1	metabolite
5'UMP	149	down	1	metabolite
5'UMP	150	up	1	metabolite
sn-glycerol 3-phosphate	151	down	1	metabolite
sn-glycerol 3-phosphate	152	up	1	metabolite
