Label	Id	direction	num_obs	omics_type
kynurenine	197	up	1	metabolite
tryptophan	198	down	1	metabolite
tryptophan	199	up	1	metabolite
histidine	200	down	1	metabolite
aspartate	201	down	1	metabolite
aspartate	202	up	1	metabolite
proline	203	up	1	metabolite
alanine	204	down	1	metabolite
alanine	205	up	1	metabolite
lysine 2	206	down	1	metabolite
lysine 2	207	up	1	metabolite
phenylalanine	208	down	1	metabolite
phenylalanine	209	up	1	metabolite
citrulline	210	down	1	metabolite
citrulline	211	up	1	metabolite
ornithine 2	212	down	1	metabolite
ornithine 2	213	up	1	metabolite
serine	214	down	1	metabolite
serine	215	up	1	metabolite
threonine	216	down	1	metabolite
threonine	217	up	1	metabolite
valine	218	down	1	metabolite
valine	219	up	1	metabolite
isoleucine	220	down	1	metabolite
isoleucine	221	up	1	metabolite
leucine	222	down	1	metabolite
leucine	223	up	1	metabolite
guanosine	224	down	1	metabolite
guanosine	225	up	2	metabolite
guanosine	226	up	1	metabolite
pantothenic acid	227	down	1	metabolite
pantothenic acid	228	up	1	metabolite
cysteine 2	229	down	1	metabolite
cysteine 2	230	up	1	metabolite
uridine	231	down	1	metabolite
uridine	232	up	1	metabolite
cysteate	233	down	1	metabolite
cysteate	234	down	2	metabolite
cysteate	235	up	1	metabolite
taurine	236	down	1	metabolite
taurine	237	up	1	metabolite
ciliatine	238	down	1	metabolite
ciliatine	239	up	1	metabolite
ciliatine	240	up	2	metabolite
GABA	241	down	1	metabolite
GABA	242	up	1	metabolite
3'AMP	243	down	1	metabolite
3'AMP	244	down	2	metabolite
3'AMP	245	up	1	metabolite
DHPS	246	down	1	metabolite
DHPS	247	up	1	metabolite
glutamine	248	down	1	metabolite
glutamine	249	up	1	metabolite
glutamic acid	250	down	1	metabolite
glutamic acid	251	up	1	metabolite
isethionate	252	down	1	metabolite
isethionate	253	down	5	metabolite
isethionate	254	down	3	metabolite
isethionate	255	down	2	metabolite
isethionate	256	up	1	metabolite
isethionate	257	up	2	metabolite
isethionate	258	up	3	metabolite
isethionate	259	up	4	metabolite
arginine	260	down	1	metabolite
arginine	261	up	1	metabolite
glutathione 2	262	down	1	metabolite
glutathione 2	263	down	2	metabolite
glutathione 2	264	down	3	metabolite
glutathione 2	265	up	1	metabolite
glutathione 2	266	up	2	metabolite
glutathione 2	267	up	3	metabolite
sarcosine	268	down	1	metabolite
sarcosine	269	up	1	metabolite
malic acid	270	down	1	metabolite
malic acid	271	up	1	metabolite
5'UMP	272	down	1	metabolite
5'UMP	273	up	1	metabolite
sn-glycerol 3-phosphate	274	down	1	metabolite
sn-glycerol 3-phosphate	275	down	2	metabolite
sn-glycerol 3-phosphate	276	down	3	metabolite
sn-glycerol 3-phosphate	277	up	1	metabolite
